PAC	Best_druggability_status
Q96QV1	3D_ligandable
Q96QZ7	3D_ligandable
Q96R05	3D_ligandable
Q96RD7	3D_ligandable
Q96RE7	3D_ligandable
Q96RG2	3D_ligandable
Q96RI1	Approved
Q96RK4	3D_ligandable
Q96RP8	Approved
Q96RR4	Quality_probe
Q96RS0	3D_ligandable
Q96RT1	3D_ligandable
Q96RT7	3D_ligandable
Q96RT8	3D_ligandable
Q96RU2	3D_ligandable
Q96RU8	3D_ligandable
Q96S37	Approved
Q96S44	3D_ligandable
Q96SB4	3D_ligandable
Q96SD1	3D_ligandable
Q96SW2	Approved
Q96SY0	3D_ligandable
Q96T66	3D_ligandable
Q96T88	3D_ligandable
Q96TA1	3D_ligandable
Q96TC7	3D_ligandable
Q99062	Approved
Q99250	Approved
Q99259	3D_ligandable
Q99418	3D_ligandable
Q99436	Approved
Q99439	3D_ligandable
Q99447	3D_ligandable
Q99459	3D_ligandable
Q99460	Approved
Q99489	3D_ligandable
Q99490	3D_ligandable
Q99496	3D_ligandable
Q99500	Approved
Q99523	3D_ligandable
Q99527	Quality_probe
Q99536	3D_ligandable
Q99538	3D_ligandable
Q99549	3D_ligandable
Q99558	Quality_probe
Q99574	3D_ligandable
Q99575	3D_ligandable
Q99584	3D_ligandable
Q99593	3D_ligandable
Q99594	3D_ligandable
Q99613	3D_ligandable
Q99626	3D_ligandable
Q99633	3D_ligandable
Q99638	3D_ligandable
Q99640	3D_ligandable
Q99643	Quality_probe
Q99661	3D_ligandable
Q99683	3D_ligandable
Q99685	Quality_probe
Q99706	3D_ligandable
Q99707	3D_ligandable
Q99708	3D_ligandable
Q99714	3D_ligandable
Q99720	Approved
Q99728	3D_ligandable
Q99741	3D_ligandable
Q99808	Approved
Q99814	Quality_probe
Q99816	3D_ligandable
Q99828	3D_ligandable
Q99832	3D_ligandable
Q99835	Approved
Q99856	3D_ligandable
Q99873	Quality_probe
Q99928	Approved
Q99952	3D_ligandable
Q99972	3D_ligandable
Q99986	3D_ligandable
Q9BPX1	3D_ligandable
Q9BPX6	3D_ligandable
Q9BQ31	Approved
Q9BQ51	3D_ligandable
Q9BQ69	3D_ligandable
Q9BQA1	3D_ligandable
Q9BQB4	Approved
Q9BQB6	Approved
Q9BQE3	Approved
Q9BQG2	3D_ligandable
Q9BQI5	3D_ligandable
Q9BQP7	3D_ligandable
Q9BQQ3	3D_ligandable
Q9BRJ2	3D_ligandable
Q9BRJ7	3D_ligandable
Q9BRQ3	3D_ligandable
Q9BRS2	3D_ligandable
Q9BRS8	3D_ligandable
Q9BRT9	3D_ligandable
Q9BRX5	3D_ligandable
Q9BS26	3D_ligandable
Q9BSA9	3D_ligandable
Q9BSB4	3D_ligandable
Q9BSD7	3D_ligandable
Q9BSH5	3D_ligandable
Q9BSI4	3D_ligandable
Q9BSJ2	3D_ligandable
Q9BSQ5	3D_ligandable
Q9BSW2	3D_ligandable
Q9BT73	3D_ligandable
Q9BT78	3D_ligandable
Q9BTE1	3D_ligandable
Q9BTU6	3D_ligandable
Q9BTZ2	3D_ligandable
Q9BU02	3D_ligandable
Q9BU89	3D_ligandable
Q9BUE0	3D_ligandable
Q9BUF5	Approved
Q9BUI4	3D_ligandable
Q9BUL8	3D_ligandable
Q9BUL9	3D_ligandable
Q9BUN8	3D_ligandable
Q9BUP3	3D_ligandable
Q9BUQ8	3D_ligandable
Q9BUR4	3D_ligandable
Q9BUT1	3D_ligandable
Q9BV20	3D_ligandable
Q9BV79	3D_ligandable
Q9BV81	3D_ligandable
Q9BV86	3D_ligandable
Q9BVA1	Approved
Q9BVA6	3D_ligandable
Q9BVC4	3D_ligandable
Q9BVG8	3D_ligandable
Q9BVM4	3D_ligandable
Q9BVS4	3D_ligandable
Q9BW19	3D_ligandable
Q9BW27	3D_ligandable
Q9BW91	3D_ligandable
Q9BWT3	3D_ligandable
Q9BWU1	Quality_probe
Q9BX59	3D_ligandable
Q9BX68	3D_ligandable
Q9BXD5	3D_ligandable
Q9BXF3	3D_ligandable
Q9BXJ0	3D_ligandable
Q9BXJ9	3D_ligandable
Q9BXP5	3D_ligandable
Q9BXR0	3D_ligandable
Q9BXR5	3D_ligandable
Q9BXT2	Approved
Q9BXT4	3D_ligandable
Q9BXV9	3D_ligandable
Q9BXW4	3D_ligandable
Q9BXW6	3D_ligandable
Q9BXW9	3D_ligandable
Q9BY14	3D_ligandable
Q9BY32	3D_ligandable
Q9BY41	Approved
Q9BY49	3D_ligandable
Q9BY76	3D_ligandable
Q9BYB0	3D_ligandable
Q9BYC5	3D_ligandable
Q9BYE7	3D_ligandable
Q9BYF1	3D_ligandable
Q9BYI3	3D_ligandable
Q9BYJ9	3D_ligandable
Q9BYN0	3D_ligandable
Q9BYP7	3D_ligandable
Q9BYT8	3D_ligandable
Q9BYW2	3D_ligandable
Q9BYX4	3D_ligandable
Q9BYZ8	3D_ligandable
Q9BZ23	3D_ligandable
Q9BZ29	3D_ligandable
Q9BZ95	3D_ligandable
Q9BZB8	3D_ligandable
Q9BZJ0	3D_ligandable
Q9BZK7	3D_ligandable
Q9BZL1	3D_ligandable
Q9BZP6	3D_ligandable
Q9BZR6	3D_ligandable
Q9BZX2	3D_ligandable
Q9C000	3D_ligandable
Q9C040	3D_ligandable
Q9C0B1	3D_ligandable
Q9C0D0	3D_ligandable
Q9C0J8	3D_ligandable
Q9GZL7	3D_ligandable
Q9GZN1	3D_ligandable
Q9GZQ8	3D_ligandable
Q9GZS3	3D_ligandable
Q9GZT4	3D_ligandable
Q9GZT9	3D_ligandable
Q9GZU1	3D_ligandable
Q9GZX6	3D_ligandable
Q9GZX7	3D_ligandable
Q9GZZ1	3D_ligandable
Q9GZZ9	3D_ligandable
Q9H008	3D_ligandable
Q9H040	3D_ligandable
Q9H093	Quality_probe
Q9H0B6	3D_ligandable
Q9H0F5	3D_ligandable
Q9H0F6	3D_ligandable
Q9H0H0	3D_ligandable
Q9H0H5	3D_ligandable
Q9H0J9	3D_ligandable
Q9H0K1	Quality_probe
Q9H0M0	3D_ligandable
Q9H0P0	3D_ligandable
Q9H0R4	3D_ligandable
Q9H0R8	3D_ligandable
Q9H0U4	3D_ligandable
Q9H0W8	3D_ligandable
Q9H147	3D_ligandable
Q9H173	3D_ligandable
Q9H1A4	3D_ligandable
Q9H1C4	3D_ligandable
Q9H1D0	3D_ligandable
Q9H1D9	3D_ligandable
Q9H1K1	3D_ligandable
Q9H1K6	3D_ligandable
Q9H1P3	3D_ligandable
Q9H1Y0	3D_ligandable
Q9H221	3D_ligandable
Q9H222	3D_ligandable
Q9H227	3D_ligandable
Q9H228	Approved
Q9H244	Approved
Q9H252	Approved
Q9H2C0	3D_ligandable
Q9H2E6	3D_ligandable
Q9H2F5	3D_ligandable
Q9H2G2	3D_ligandable
Q9H2K2	Quality_probe
Q9H2K8	3D_ligandable
Q9H2M3	Approved
Q9H2W6	3D_ligandable
Q9H2X3	3D_ligandable
Q9H2X6	Quality_probe
Q9H2X9	3D_ligandable
Q9H334	3D_ligandable
Q9H3D4	3D_ligandable
Q9H3H3	3D_ligandable
Q9H3H5	3D_ligandable
Q9H3L0	3D_ligandable
Q9H3M0	Approved
Q9H3M7	3D_ligandable
Q9H3R0	Quality_probe
Q9H3S4	3D_ligandable
Q9H3S7	3D_ligandable
Q9H3Y6	Approved
Q9H477	3D_ligandable
Q9H488	3D_ligandable
Q9H492	3D_ligandable
Q9H4A3	3D_ligandable
Q9H4B4	Quality_probe
Q9H4B7	Approved
Q9H4G4	3D_ligandable
Q9H4I2	3D_ligandable
Q9H4L5	3D_ligandable
Q9H4T2	3D_ligandable
Q9H4W6	3D_ligandable
Q9H4Y5	3D_ligandable
Q9H4Z3	3D_ligandable
Q9H5I1	3D_ligandable
Q9H5Q4	3D_ligandable
Q9H5U6	3D_ligandable
Q9H611	3D_ligandable
Q9H633	3D_ligandable
Q9H694	3D_ligandable
Q9H6E5	3D_ligandable
Q9H6P5	3D_ligandable
Q9H6T3	3D_ligandable
Q9H6W3	3D_ligandable
Q9H6X2	3D_ligandable
Q9H6Y2	3D_ligandable
Q9H792	3D_ligandable
Q9H7B4	3D_ligandable
Q9H7E2	3D_ligandable
Q9H7X0	3D_ligandable
Q9H7Z6	3D_ligandable
Q9H813	3D_ligandable
Q9H816	3D_ligandable
Q9H867	3D_ligandable
Q9H8M2	Quality_probe
Q9H8M5	3D_ligandable
Q9H8S9	3D_ligandable
Q9H8V3	3D_ligandable
Q9H8Y8	3D_ligandable
Q9H900	3D_ligandable
Q9H993	3D_ligandable
Q9H999	3D_ligandable
Q9H9A7	3D_ligandable
Q9H9B1	Quality_probe
Q9H9E1	3D_ligandable
Q9H9F9	3D_ligandable
Q9H9G7	3D_ligandable
Q9H9Q4	3D_ligandable
Q9H9S0	3D_ligandable
Q9H9S5	3D_ligandable
Q9HA47	3D_ligandable
Q9HA72	3D_ligandable
Q9HAB8	3D_ligandable
Q9HAD4	3D_ligandable
Q9HAN9	3D_ligandable
Q9HAS3	3D_ligandable
Q9HAT8	3D_ligandable
Q9HAU4	3D_ligandable
Q9HAU5	3D_ligandable
Q9HAV4	3D_ligandable
Q9HAZ1	Quality_probe
Q9HB55	Approved
Q9HB90	3D_ligandable
Q9HBA0	Approved
Q9HBD1	3D_ligandable
Q9HBH1	3D_ligandable
Q9HBH9	Quality_probe
Q9HBI1	3D_ligandable
Q9HBL8	3D_ligandable
Q9HC16	3D_ligandable
Q9HC29	Approved
Q9HC35	Quality_probe
Q9HC62	3D_ligandable
Q9HCB6	3D_ligandable
Q9HCE5	3D_ligandable
Q9HCG8	3D_ligandable
Q9HCJ2	3D_ligandable
Q9HCJ6	3D_ligandable
Q9HCK4	3D_ligandable
Q9HCK5	3D_ligandable
Q9HCP0	3D_ligandable
Q9HCS7	3D_ligandable
Q9HCU5	3D_ligandable
Q9HD34	3D_ligandable
Q9HD40	3D_ligandable
Q9HD67	3D_ligandable
Q9NP56	Approved
Q9NP58	3D_ligandable
Q9NP59	3D_ligandable
Q9NP72	3D_ligandable
Q9NP77	3D_ligandable
Q9NP79	3D_ligandable
Q9NP87	3D_ligandable
Q9NP90	3D_ligandable
Q9NP92	3D_ligandable
Q9NP97	3D_ligandable
Q9NP99	3D_ligandable
Q9NPA0	3D_ligandable
Q9NPA8	3D_ligandable
Q9NPB1	3D_ligandable
Q9NPC2	Approved
Q9NPD3	3D_ligandable
Q9NPD5	Approved
Q9NPD8	3D_ligandable
Q9NPF4	3D_ligandable
Q9NPF7	Approved
Q9NPH0	3D_ligandable
Q9NPH3	3D_ligandable
Q9NPI1	Quality_probe
Q9NPZ5	3D_ligandable
Q9NQ25	Approved
Q9NQG6	3D_ligandable
Q9NQL2	3D_ligandable
Q9NQP4	3D_ligandable
Q9NQR1	3D_ligandable
Q9NQT5	3D_ligandable
Q9NQT8	3D_ligandable
Q9NQU5	Quality_probe
Q9NQV7	Quality_probe
Q9NQW6	3D_ligandable
Q9NQW7	3D_ligandable
Q9NQX3	3D_ligandable
Q9NQX4	3D_ligandable
Q9NR22	Quality_probe
Q9NR30	3D_ligandable
Q9NR48	3D_ligandable
Q9NR50	3D_ligandable
Q9NR80	3D_ligandable
Q9NR82	Approved
Q9NR96	Approved
Q9NR97	3D_ligandable
Q9NRC8	3D_ligandable
Q9NRD5	3D_ligandable
Q9NRD9	3D_ligandable
Q9NRF8	3D_ligandable
Q9NRG4	Quality_probe
Q9NRG7	3D_ligandable
Q9NRH2	3D_ligandable
Q9NRK6	3D_ligandable
Q9NRL2	3D_ligandable
Q9NRN7	3D_ligandable
Q9NRN9	3D_ligandable
Q9NRP0	3D_ligandable
Q9NRR4	3D_ligandable
Q9NRR6	3D_ligandable
Q9NRS6	3D_ligandable
Q9NRW1	3D_ligandable
Q9NRW3	3D_ligandable
Q9NRW4	3D_ligandable
Q9NRX1	3D_ligandable
Q9NRY4	3D_ligandable
Q9NS40	Approved
Q9NS75	3D_ligandable
Q9NS87	3D_ligandable
Q9NSA0	Approved
Q9NSA1	3D_ligandable
Q9NSA2	Approved
Q9NSD9	3D_ligandable
Q9NSI6	3D_ligandable
Q9NSY1	3D_ligandable
Q9NSY2	3D_ligandable
Q9NT68	3D_ligandable
Q9NTG7	3D_ligandable
Q9NTI5	3D_ligandable
Q9NTJ3	3D_ligandable
Q9NTK5	3D_ligandable
Q9NTX7	3D_ligandable
Q9NUI1	3D_ligandable
Q9NUN7	3D_ligandable
Q9NUP9	3D_ligandable
Q9NUT2	3D_ligandable
Q9NUW8	3D_ligandable
Q9NUX5	3D_ligandable
Q9NUY8	3D_ligandable
Q9NV23	3D_ligandable
Q9NV35	3D_ligandable
Q9NV88	3D_ligandable
Q9NV96	3D_ligandable
Q9NVA2	3D_ligandable
Q9NVH2	3D_ligandable
Q9NVI1	3D_ligandable
Q9NVM4	Quality_probe
Q9NVU0	3D_ligandable
Q9NVV9	3D_ligandable
Q9NW08	3D_ligandable
Q9NW15	3D_ligandable
Q9NW64	3D_ligandable
Q9NW82	3D_ligandable
Q9NWT6	3D_ligandable
Q9NWU1	3D_ligandable
Q9NWV8	3D_ligandable
Q9NWW6	3D_ligandable
Q9NWX6	3D_ligandable
Q9NWY4	3D_ligandable
Q9NWZ3	Quality_probe
Q9NX20	3D_ligandable
Q9NX46	3D_ligandable
Q9NX74	3D_ligandable
Q9NXA8	3D_ligandable
Q9NXG6	3D_ligandable
Q9NXL9	3D_ligandable
Q9NXN4	3D_ligandable
Q9NXR7	3D_ligandable
Q9NXS2	3D_ligandable
Q9NXV2	3D_ligandable
Q9NY33	3D_ligandable
Q9NY46	Approved
Q9NY47	Approved
Q9NY56	3D_ligandable
Q9NY59	3D_ligandable
Q9NY97	3D_ligandable
Q9NYA1	3D_ligandable
Q9NYG8	3D_ligandable
Q9NYJ8	3D_ligandable
Q9NYK1	Approved
Q9NYK5	3D_ligandable
Q9NYL2	3D_ligandable
Q9NYN1	3D_ligandable
Q9NYV4	3D_ligandable
Q9NYY3	Quality_probe
Q9NZ08	3D_ligandable
Q9NZ09	3D_ligandable
Q9NZ52	3D_ligandable
Q9NZA1	3D_ligandable
Q9NZC2	3D_ligandable
Q9NZD2	3D_ligandable
Q9NZE8	3D_ligandable
Q9NZI2	3D_ligandable
Q9NZI5	3D_ligandable
Q9NZJ5	3D_ligandable
Q9NZJ9	3D_ligandable
Q9NZK5	3D_ligandable
Q9NZK7	3D_ligandable
Q9NZL9	3D_ligandable
Q9NZN1	3D_ligandable
Q9NZN9	3D_ligandable
Q9NZQ3	3D_ligandable
Q9NZQ7	Approved
Q9NZU7	3D_ligandable
Q9NZV8	Approved
Q9P016	3D_ligandable
Q9P0J0	3D_ligandable
Q9P0K1	3D_ligandable
Q9P0L2	3D_ligandable
Q9P0M2	3D_ligandable
Q9P0M6	3D_ligandable
Q9P0U3	3D_ligandable
Q9P0X4	Approved
Q9P121	3D_ligandable
Q9P1W9	3D_ligandable
Q9P278	3D_ligandable
Q9P286	Quality_probe
Q9P289	3D_ligandable
Q9P2E7	3D_ligandable
Q9P2J5	3D_ligandable
Q9P2K8	3D_ligandable
Q9P2M4	3D_ligandable
Q9P2T1	3D_ligandable
Q9P2W7	3D_ligandable
Q9UBC3	3D_ligandable
Q9UBD5	3D_ligandable
Q9UBE0	3D_ligandable
Q9UBF8	3D_ligandable
Q9UBG0	3D_ligandable
Q9UBL3	3D_ligandable
Q9UBN1	Approved
Q9UBN4	Quality_probe
Q9UBN7	Approved
Q9UBP0	3D_ligandable
Q9UBP6	3D_ligandable
Q9UBQ0	3D_ligandable
Q9UBQ5	3D_ligandable
Q9UBQ7	3D_ligandable
Q9UBR1	3D_ligandable
Q9UBR2	3D_ligandable
Q9UBS5	Approved
Q9UBT2	3D_ligandable
Q9UBT6	3D_ligandable
Q9UBU7	Quality_probe
Q9UBU9	3D_ligandable
Q9UBV2	3D_ligandable
Q9UBV7	3D_ligandable
Q9UBW5	3D_ligandable
Q9UBX1	3D_ligandable
Q9UBX2	3D_ligandable
Q9UBY5	Quality_probe
Q9UBZ9	3D_ligandable
Q9UDR5	3D_ligandable
Q9UDX3	3D_ligandable
Q9UDX4	3D_ligandable
Q9UDY2	3D_ligandable
Q9UDY8	Approved
Q9UEF7	3D_ligandable
Q9UER7	3D_ligandable
Q9UEW8	3D_ligandable
Q9UF02	Approved
Q9UF33	Approved
Q9UG22	3D_ligandable
Q9UGJ1	3D_ligandable
Q9UGL1	3D_ligandable
Q9UGM1	3D_ligandable
Q9UGM5	3D_ligandable
Q9UGM6	3D_ligandable
Q9UGN5	Approved
Q9UGP5	3D_ligandable
Q9UGV2	3D_ligandable
Q9UH03	3D_ligandable
Q9UH77	3D_ligandable
Q9UH99	3D_ligandable
Q9UHB4	3D_ligandable
Q9UHC9	Approved
Q9UHD2	Quality_probe
Q9UHD8	3D_ligandable
Q9UHE8	3D_ligandable
Q9UHI5	3D_ligandable
Q9UHI8	3D_ligandable
Q9UHL4	3D_ligandable
Q9UHN1	3D_ligandable
Q9UHP3	3D_ligandable
Q9UHV9	3D_ligandable
Q9UHW9	3D_ligandable
Q9UHX1	3D_ligandable
Q9UHY7	3D_ligandable
Q9UI10	3D_ligandable
Q9UI12	3D_ligandable
Q9UI17	3D_ligandable
Q9UI30	3D_ligandable
Q9UI32	3D_ligandable
Q9UI33	Approved
Q9UI42	3D_ligandable
Q9UI43	3D_ligandable
Q9UI95	3D_ligandable
Q9UIB8	3D_ligandable
Q9UIC8	3D_ligandable
Q9UIF7	3D_ligandable
Q9UIF8	Quality_probe
Q9UIF9	Quality_probe
Q9UIJ7	3D_ligandable
Q9UIK4	3D_ligandable
Q9UIQ6	3D_ligandable
Q9UIV1	3D_ligandable
Q9UIX4	Approved
Q9UJ37	3D_ligandable
Q9UJ41	3D_ligandable
Q9UJ70	3D_ligandable
Q9UJ96	Approved
Q9UJA3	3D_ligandable
Q9UJA9	3D_ligandable
Q9UJM8	3D_ligandable
Q9UJV9	3D_ligandable
Q9UJW3	3D_ligandable
Q9UJX2	3D_ligandable
Q9UJX3	3D_ligandable
Q9UJX4	3D_ligandable
Q9UJX5	3D_ligandable
Q9UJX6	3D_ligandable
Q9UK17	Approved
Q9UK32	Quality_probe
Q9UK39	3D_ligandable
Q9UK45	3D_ligandable
Q9UK55	3D_ligandable
Q9UK80	3D_ligandable
Q9UKA1	3D_ligandable
Q9UKA9	3D_ligandable
Q9UKB1	3D_ligandable
Q9UKC9	3D_ligandable
Q9UKE5	3D_ligandable
Q9UKF6	3D_ligandable
Q9UKK6	3D_ligandable
Q9UKK9	Quality_probe
Q9UKL4	3D_ligandable
Q9UKL6	3D_ligandable
Q9UKN5	3D_ligandable
Q9UKU7	3D_ligandable
Q9UKV0	Approved
Q9UKV8	3D_ligandable
Q9UL01	3D_ligandable
Q9UL18	3D_ligandable
Q9UL25	3D_ligandable
Q9UL51	3D_ligandable
Q9UL62	Quality_probe
Q9ULC6	3D_ligandable
Q9ULD4	Quality_probe
Q9ULD8	Approved
Q9ULG1	3D_ligandable
Q9ULI0	3D_ligandable
Q9ULK4	3D_ligandable
Q9ULM3	3D_ligandable
Q9ULS6	Approved
Q9ULT6	3D_ligandable
Q9ULU4	3D_ligandable
Q9ULV0	3D_ligandable
Q9ULV8	3D_ligandable
Q9ULW0	3D_ligandable
Q9ULW8	3D_ligandable
Q9ULX3	3D_ligandable
Q9ULX7	3D_ligandable
Q9ULZ3	3D_ligandable
Q9UM07	Quality_probe
Q9UM11	3D_ligandable
Q9UM22	3D_ligandable
Q9UM47	3D_ligandable
Q9UM54	3D_ligandable
Q9UM73	Approved
Q9UMN6	3D_ligandable
Q9UMR2	3D_ligandable
Q9UMS4	3D_ligandable
Q9UMX1	3D_ligandable
Q9UMX3	3D_ligandable
Q9UN36	3D_ligandable
Q9UN81	3D_ligandable
Q9UN88	Approved
Q9UNA0	3D_ligandable
Q9UNA4	3D_ligandable
Q9UNG2	3D_ligandable
Q9UNH6	3D_ligandable
Q9UNM6	3D_ligandable
Q9UNN8	3D_ligandable
Q9UNP9	3D_ligandable
Q9UNQ0	Approved
Q9UNQ2	3D_ligandable
Q9UNS1	3D_ligandable
Q9UPN6	3D_ligandable
Q9UPN9	3D_ligandable
Q9UPP1	3D_ligandable
Q9UPR3	3D_ligandable
Q9UPY3	3D_ligandable
Q9UPY8	3D_ligandable
Q9UQ05	Approved
Q9UQ16	3D_ligandable
Q9UQ80	3D_ligandable
Q9UQ84	3D_ligandable
Q9UQ90	3D_ligandable
Q9UQB8	3D_ligandable
Q9UQB9	Quality_probe
Q9UQD0	Approved
Q9UQE7	3D_ligandable
Q9UQL6	Approved
Q9UQM7	3D_ligandable
Q9UQQ1	3D_ligandable
Q9UQR0	3D_ligandable
Q9Y210	3D_ligandable
Q9Y217	3D_ligandable
Q9Y223	3D_ligandable
Q9Y227	3D_ligandable
Q9Y230	3D_ligandable
Q9Y232	3D_ligandable
Q9Y233	Approved
Q9Y239	3D_ligandable
Q9Y243	3D_ligandable
Q9Y248	3D_ligandable
Q9Y251	Quality_probe
Q9Y253	3D_ligandable
Q9Y255	3D_ligandable
Q9Y259	3D_ligandable
Q9Y262	3D_ligandable
Q9Y265	3D_ligandable
Q9Y271	Approved
Q9Y275	3D_ligandable
Q9Y285	3D_ligandable
Q9Y296	3D_ligandable
Q9Y297	3D_ligandable
Q9Y2A7	3D_ligandable
Q9Y2C4	3D_ligandable
Q9Y2C9	3D_ligandable
Q9Y2G1	3D_ligandable
Q9Y2G2	3D_ligandable
Q9Y2G5	3D_ligandable
Q9Y2H2	3D_ligandable
Q9Y2I1	Approved
Q9Y2I2	3D_ligandable
Q9Y2I7	3D_ligandable
Q9Y2J2	3D_ligandable
Q9Y2J8	3D_ligandable
Q9Y2K2	Quality_probe
Q9Y2K7	3D_ligandable
Q9Y2L1	3D_ligandable
Q9Y2M0	3D_ligandable
Q9Y2M5	3D_ligandable
Q9Y2N7	3D_ligandable
Q9Y2Q0	3D_ligandable
Q9Y2Q3	3D_ligandable
Q9Y2Q5	3D_ligandable
Q9Y2R2	3D_ligandable
Q9Y2S2	3D_ligandable
Q9Y2S7	3D_ligandable
Q9Y2T3	3D_ligandable
Q9Y2T5	Quality_probe
Q9Y2U9	3D_ligandable
Q9Y2V2	3D_ligandable
Q9Y2W6	3D_ligandable
Q9Y2W7	3D_ligandable
Q9Y2X0	3D_ligandable
Q9Y2Y0	3D_ligandable
Q9Y2Y1	3D_ligandable
Q9Y2Z4	3D_ligandable
Q9Y316	3D_ligandable
Q9Y333	3D_ligandable
Q9Y365	3D_ligandable
Q9Y371	3D_ligandable
Q9Y376	3D_ligandable
Q9Y388	3D_ligandable
Q9Y3A5	3D_ligandable
Q9Y3B1	3D_ligandable
Q9Y3B4	3D_ligandable
Q9Y3B6	3D_ligandable
Q9Y3B8	3D_ligandable
Q9Y3C4	3D_ligandable
Q9Y3C6	3D_ligandable
Q9Y3C8	3D_ligandable
Q9Y3D8	3D_ligandable
Q9Y3M8	3D_ligandable
Q9Y3P9	3D_ligandable
Q9Y3Q0	3D_ligandable
Q9Y3Q4	Approved
Q9Y3R4	3D_ligandable
Q9Y3Y4	3D_ligandable
Q9Y3Z3	3D_ligandable
Q9Y463	Quality_probe
Q9Y466	3D_ligandable
Q9Y468	3D_ligandable
Q9Y483	3D_ligandable
Q9Y490	3D_ligandable
Q9Y4B6	3D_ligandable
Q9Y4D1	3D_ligandable
Q9Y4F1	3D_ligandable
Q9Y4G2	3D_ligandable
Q9Y4K0	3D_ligandable
Q9Y4K1	3D_ligandable
Q9Y4P1	3D_ligandable
Q9Y4U1	3D_ligandable
Q9Y4W6	3D_ligandable
Q9Y4X5	3D_ligandable
Q9Y4Z0	3D_ligandable
Q9Y530	3D_ligandable
Q9Y535	3D_ligandable
Q9Y570	3D_ligandable
Q9Y580	3D_ligandable
Q9Y5A9	3D_ligandable
Q9Y5B9	3D_ligandable
Q9Y5K2	3D_ligandable
Q9Y5K5	3D_ligandable
Q9Y5K6	3D_ligandable
Q9Y5K8	3D_ligandable
Q9Y5L0	3D_ligandable
Q9Y5N1	Approved
Q9Y5N5	3D_ligandable
Q9Y5P4	3D_ligandable
Q9Y5P6	3D_ligandable
Q9Y5P8	3D_ligandable
Q9Y5S1	3D_ligandable
Q9Y5S2	3D_ligandable
Q9Y5S9	3D_ligandable
Q9Y5U4	3D_ligandable
Q9Y5W5	3D_ligandable
Q9Y5W7	3D_ligandable
Q9Y5W9	3D_ligandable
Q9Y5X0	3D_ligandable
Q9Y5X1	3D_ligandable
Q9Y5Y4	3D_ligandable
Q9Y5Y6	Quality_probe
Q9Y5Y9	Approved
Q9Y5Z0	3D_ligandable
Q9Y5Z4	3D_ligandable
Q9Y600	3D_ligandable
Q9Y606	3D_ligandable
Q9Y613	3D_ligandable
Q9Y616	3D_ligandable
Q9Y617	3D_ligandable
Q9Y618	Quality_probe
Q9Y657	Quality_probe
Q9Y662	3D_ligandable
Q9Y663	3D_ligandable
Q9Y666	3D_ligandable
Q9Y697	3D_ligandable
Q9Y698	Approved
Q9Y6A2	3D_ligandable
Q9Y6C2	3D_ligandable
Q9Y6D6	3D_ligandable
Q9Y6D9	3D_ligandable
Q9Y6E0	3D_ligandable
Q9Y6F1	Approved
Q9Y6G1	3D_ligandable
Q9Y6K1	Approved
Q9Y6K5	3D_ligandable
Q9Y6K8	3D_ligandable
Q9Y6L6	Approved
Q9Y6M1	3D_ligandable
Q9Y6M4	3D_ligandable
Q9Y6M9	3D_ligandable
Q9Y6N5	3D_ligandable
Q9Y6N7	3D_ligandable
Q9Y6R0	3D_ligandable
Q9Y6R1	3D_ligandable
Q9Y6U3	3D_ligandable
Q9Y6V0	3D_ligandable
Q9Y6W6	3D_ligandable
Q9Y6X2	3D_ligandable
Q9Y6X9	3D_ligandable
Q9Y6Y0	3D_ligandable
Q9Y6Y9	3D_ligandable
